DiseaseId,Disease_name
EFO_0006510,Herpes Zoster
EFO_1001914,Radiation-Induced Gastrointestinal Mucositis
EFO_0000437,Embryonal Rhabdomyosarcoma
Orphanet_100,Ataxia-Telangiectasia
MONDO_0017387,Epithelioid Sarcoma
MONDO_0019046,Leukodystrophy
EFO_0006912,Radiation-Induced Nausea And Vomiting
HP_0003119,Abnormal Circulating Lipid Concentration
MONDO_0018328,Homozygous Familial Hypercholesterolemia
EFO_0005140,Autoimmune Disease
EFO_0005561,Histiocytoma
EFO_1000868,Chronic Inflammatory Demyelinating Polyradiculoneuropathy
MONDO_0002516,Digestive System Cancer
EFO_0004237,Graves Disease
EFO_0003014,Breast Fibrocystic Disease
EFO_0009431,Intestinal Disease
EFO_1001311,End Stage Liver Disease
MONDO_0002277,Arteriosclerosis Disorder
Orphanet_60,Alpha-1-Antitrypsin Deficiency
MONDO_0016236,Kaposiform Hemangioendothelioma
EFO_0007625,Asthenia
EFO_0005242,Methamphetamine-Induced Psychosis
EFO_0006927,Severe Aplastic Anemia
MONDO_0019796,Acrocephalosyndactyly
Orphanet_46724,Cerebral Arteriovenous Malformation
EFO_0003822,Hyperemia
MONDO_0008728,Classic Congenital Adrenal Hyperplasia Due To 21-Hydroxylase Deficiency
MONDO_0003001,Seminoma
HP_0001347,Hyperreflexia
MONDO_0011340,Congenital Tracheal Stenosis
EFO_1000820,Arteriosclerosis Obliterans
EFO_1000706,Hand Dermatosis
EFO_1001103,Persistent Fetal Circulation Syndrome
EFO_0009760,Non-Proliferative Diabetic Retinopathy
EFO_1000869,Chronic Interstitial Cystitis
MONDO_0017853,Hypersensitivity Pneumonitis
EFO_0007363,Meibomian Cyst
HP_0030369,Induced Vaginal Delivery
EFO_1000829,Bacterial Conjunctivitis
EFO_0009451,Hypoparathyroidism
HP_0002901,Hypocalcemia
EFO_0009521,Dislocation
MONDO_0002122,Neuritis
EFO_0004260,Bone Disease
HP_0000407,Sensorineural Hearing Impairment
EFO_0002623,Septic Peritonitis
EFO_0009551,Heart Valve Disease
MONDO_0002465,Bronchiolitis
MONDO_0004900,Peripheral Vertigo
MONDO_0021165,Paget Disease
MONDO_0019080,Alopecia Totalis
EFO_0009450,Conjunctivitis
MONDO_0004514,Chronic Rhinitis
MONDO_0006058,Wilms Tumor
EFO_1000800,Alcohol Withdrawal Delirium
HP_0012424,Chorioretinitis
EFO_0007308,Herpes Simplex Virus Keratitis
EFO_0005558,Hemolytic Anemia
EFO_0009197,Pulmonary Arterial Hypertension Associated With Portal Hypertension
EFO_0003029,Acute Basophilic Leukemia
EFO_0007462,Rem Sleep Behavior Disorder
MONDO_0001280,Choroiditis
MONDO_0018092,Vogt-Koyanagi-Harada Disease
HP_0002902,Hyponatremia
EFO_0005235,Primitive Neuroectodermal Tumor
MONDO_0000728,Ptosis
HP_0031364,Ecchymosis
EFO_0007318,Hyperinsulinemic Hypoglycemia
MONDO_0004681,Learning Disability
EFO_0007148,Aortic Valve Insufficiency
MONDO_0010674,Mucopolysaccharidosis Type 2
MONDO_0024280,Polyarticular Arthritis
HP_0032252,Granuloma
EFO_0004267,Biliary Liver Cirrhosis
MONDO_0019072,Intrahepatic Cholestasis
EFO_1001952,Endometrial Adenosquamous Carcinoma
MONDO_0002177,Hyperinsulinism
MONDO_0015229,Bardet-Biedl Syndrome
Orphanet_77828,Genetic Obesity
HP_0003549,Abnormality Of Connective Tissue
EFO_1000992,Intracranial Hypertension
EFO_0009200,Eisenmenger Syndrome
HP_0010783,Erythema
EFO_0003096,Pick Disease
EFO_1000453,Paraganglioma
MONDO_0024457,Neurodegeneration With Brain Iron Accumulation 2A
HP_0002647,Aortic Dissection
EFO_0009549,Female Reproductive System Disease
EFO_1001328,Fluoride Poisoning
HP_0025425,Laryngospasm
EFO_1000178,"Chronic Eosinophilic Leukemia, Not Otherwise Specified"
EFO_1000802,Alcoholic Liver Cirrhosis
MONDO_0004782,Diabetes Insipidus
EFO_1001175,Secondary Parkinson Disease
EFO_1001402,Postencephalitic Parkinson Disease
EFO_0004321,Attempted Suicide
EFO_0020000,Developmental And Epileptic Encephalopathy 94
EFO_0009118,Female Reproductive Endometrioid Cancer
EFO_1000911,Dystocia
MONDO_0021392,Polyp Of Large Intestine
MONDO_0002474,Primary Hyperoxaluria
MONDO_0010604,Hemophilia B
HP_0030151,Cholangitis
EFO_1000824,Asphyxia Neonatorum
Orphanet_552,Mody
EFO_0007454,Postpoliomyelitis Syndrome
MONDO_0012833,Crouzon Syndrome-Acanthosis Nigricans Syndrome
EFO_0005549,Diphtheria
EFO_0000769,Epstein-Barr Virus Infection
EFO_1000727,Lipodystrophy
MONDO_0007172,Atrial Septal Defect 1
EFO_0001666,Aortic Aneurysm
MONDO_0015128,Primary Adrenal Insufficiency
MONDO_0015129,Chronic Primary Adrenal Insufficiency
EFO_0004235,Exfoliation Syndrome
EFO_0005579,Pseudohermaphroditism
MONDO_0016700,Anaplastic Ependymoma
HP_0003202,Skeletal Muscle Atrophy
EFO_1001078,Orchitis
HP_0000044,Hypogonadotropic Hypogonadism
MONDO_0019591,Panhypopituitarism
EFO_0009866,Pulmonary Vascular Congestion
MONDO_0021201,Skin Infection
EFO_0003851,Meningeal Neoplasm
EFO_0004152,Chorea
EFO_1001793,Fetal Hypoxia
EFO_1000603,Unclassified Renal Cell Carcinoma
EFO_1001017,Limited Scleroderma
MONDO_0013626,"Psoriasis 14, Pustular"
HP_0003072,Hypercalcemia
EFO_0005803,Hematologic Disease
EFO_1001045,Middle Cerebral Artery Infarction
HP_0012075,Personality Disorder
EFO_0006732,Pancreatic Adenosquamous Carcinoma
MONDO_0000153,Transposition Of The Great Arteries
EFO_1000982,Inappropriate Adh Syndrome
EFO_0009505,Head Injury
EFO_0000217,Gastritis
MONDO_0002135,Optic Nerve Disorder
HP_0001623,Breech Presentation
EFO_1001272,Bacterial Pneumonia
MONDO_0001676,Erythropoietic Protoporphyria
HP_0002153,Hyperkalemia
MONDO_0016971,Limb-Girdle Muscular Dystrophy
EFO_1000024,Chronic Rhinosinusitis
EFO_0001379,Endocrine System Disease
EFO_0003779,Hashimoto'S Thyroiditis
EFO_0005319,Contact Dermatitis
EFO_0006951,Ototoxicity
EFO_0007257,Eosinophilic Pneumonia
EFO_0007297,Hellp Syndrome
EFO_0007387,Mycoplasma Pneumoniae Pneumonia
EFO_0007403,Ophthalmic Herpes Zoster
EFO_0007520,Trichinosis
EFO_0007537,Vestibular Neuronitis
EFO_0007543,Vulvovaginal Candidiasis
EFO_0009456,Exfoliative Dermatitis
EFO_0009485,Eye Injury
EFO_0009491,Adrenocortical Insufficiency
EFO_0009515,Wrist Fracture
EFO_1000039,Meningeal Tuberculosis
EFO_1000684,Dermatitis Herpetiformis
EFO_1000697,Exanthem
EFO_1000845,Brain Edema
EFO_1000997,Iritis
EFO_1001077,Orbital Plasma Cell Granuloma
EFO_1001104,Phimosis
EFO_1001194,Subacute Thyroiditis
EFO_1001205,Sympathetic Ophthalmia
EFO_1001223,Ulcerative Proctosigmoiditis
EFO_1001295,Microscopic Colitis
EFO_1001818,Oral Submucous Fibrosis
EFO_1001888,Eye Infection
EFO_1002030,Chronic Rhinosinusitis Without Nasal Polyps
EFO_1002049,Glomerular Disease
EFO_1002050,Nephritis
HP_0000265,Mastoiditis
HP_0000559,Corneal Scarring
HP_0001094,Iridocyclitis
HP_0002043,Esophageal Stricture
HP_0004448,Fulminant Hepatic Failure
HP_0007957,Corneal Opacity
HP_0010307,Stridor
HP_0010450,Esophageal Stenosis
HP_0100582,Nasal Polyposis
MONDO_0000465,Atrioventricular Block
MONDO_0001903,Calcific Tendinitis
MONDO_0002331,Nephrosis
MONDO_0003334,Demyelinating Polyneuropathy
MONDO_0004750,Language Disorder
MONDO_0014421,Glucocorticoid Resistance
MONDO_0016226,Specific Language Disorder
MONDO_0021340,Intertrigo
Orphanet_1930,Herpetic Encephalitis
Orphanet_701,Alopecia Universalis
MONDO_0000159,Bone Marrow Failure Syndrome
MONDO_0001302,Hypertensive Heart Disease
HP_0001507,Growth Abnormality
MONDO_0016717,Choroid Plexus Neoplasm
EFO_0009836,Bronchoconstriction
EFO_0009189,Hyperthyroidism
HP_0000802,Impotence
EFO_0006888,Vascular Malformation
MONDO_0017198,Osteopetrosis
MONDO_0021094,Immunodeficiency Disease
HP_0001279,Syncope
MONDO_0010735,Kennedy Disease
EFO_0006818,Stricture
MONDO_0018922,Cold Agglutinin Disease
EFO_1001307,Dumping Syndrome
EFO_0009276,Ventricular Ectopy
MONDO_0020732,Progeria
EFO_1000994,Intracranial Vasospasm
EFO_1001986,Connective Tissue Disease
HP_0025116,Fetal Distress
MONDO_0004647,In Situ Carcinoma
MONDO_0001422,Primary Aldosteronism
EFO_0008514,Neurofibromatosis
EFO_1000647,Renal Tubular Transport Disease
MONDO_0008310,Hutchinson-Gilford Progeria Syndrome
EFO_0007451,Polyomavirus Infectious Disease
HP_0001788,Premature Rupture Of Membranes
EFO_1001769,Carcinoid Heart Disease
MONDO_0002995,"Small Intestine Neuroendocrine Tumor, Well Differentiated, Low Or Intermediate Grade"
EFO_0004282,Thoracic Aortic Aneurysm
HP_0000863,Central Diabetes Insipidus
MONDO_0024574,Von Willebrand Disease (Hereditary Or Acquired)
EFO_1000036,Lactic Acidosis
MONDO_0019169,Pyruvate Dehydrogenase Deficiency
HP_0003073,Hypoalbuminemia
EFO_0003026,Minimally Differentiated Acute Myeloblastic Leukemia
EFO_1001933,Adult Acute Monocytic Leukemia
EFO_0006344,Medication Adherence Behavior
EFO_0002893,Choriocarcinoma
EFO_0000364,Colon Mucinous Adenocarcinoma
MONDO_0100039,Cdkl5 Disorder
EFO_1000850,Burning Mouth Syndrome
EFO_1000924,Epilepsia Partialis Continua
MONDO_0019019,Osteogenesis Imperfecta
HP_0001685,Myocardial Fibrosis
EFO_1001150,Renal Artery Obstruction
EFO_0000551,Intracranial Hemorrhage
EFO_0008506,Hyperparathyroidism
EFO_0003149,Advanced Heart Failure
EFO_0005578,Pituitary Cancer
HP_0006986,Upper Limb Spasticity
MONDO_0003544,Spinal Cord Cancer
Orphanet_413,Hyperlipoproteinemia Type 4
MONDO_0016244,Atypical Hemolytic-Uremic Syndrome
MONDO_0010006,Sandhoff Disease
EFO_1001152,Renal Osteodystrophy
MONDO_0024677,Pancreatic Insulinoma
EFO_0009472,Tympanic Membrane Perforation
MONDO_0002025,Psychiatric Disorder
MONDO_0019514,Hepatic Veno-Occlusive Disease
EFO_0003097,Empyema
EFO_0007440,Placenta Accreta
EFO_0009680,Pleural Empyema
EFO_0020921,Hemorrhagic Stroke
GO_0042592,Homeostatic Process
MONDO_0002037,Pleural Disorder
EFO_0008519,Primary Hyperparathyroidism
EFO_1000728,Lipomatosis
MONDO_0004790,Fatty Liver Disease
EFO_0009363,Chronic Central Serous Retinopathy
EFO_0006926,Acquired Aplastic Anemia
EFO_1000298,Hydatidiform Mole
MONDO_0009290,Glycogen Storage Disease Ii
EFO_0009847,Dizziness
EFO_1001188,Space Motion Sickness
EFO_1001871,Acquired Cold Urticaria
MONDO_0019004,Kidney Wilms Tumor
Orphanet_68366,Lysosomal Disease
EFO_0000197,Mucinous Carcinoma
MONDO_0018904,Primary Membranoproliferative Glomerulonephritis
HP_0004420,Arterial Thrombosis
HP_0002579,Gastrointestinal Dysmotility
EFO_0020911,Overdose
MONDO_0041182,Polymorphic Light Eruption
EFO_0009669,Flatulence
HP_0002028,Chronic Diarrhea
HP_0002172,Postural Instability
HP_0001987,Hyperammonemia
EFO_0002424,Fibroma
EFO_0000698,Signet Ring Cell Carcinoma
MONDO_0024300,Hypophosphatemic Rickets
EFO_0004261,Osteitis Deformans
EFO_0007512,Tinea Pedis
EFO_1001771,Cardiac Edema
MONDO_0019269,Ichthyosis
HP_0002148,Hypophosphatemia
MONDO_0015492,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis
EFO_1001095,Peptic Esophagitis
MONDO_0015715,Severe Hemophilia B
MONDO_0018998,Leber Congenital Amaurosis
MONDO_0003037,Hypotrichosis
EFO_0000337,Chronic Gastritis
HP_0100633,Esophagitis
HP_0012450,Chronic Constipation
MONDO_0009823,Primary Hyperoxaluria Type 1
HP_0000678,Dental Crowding
EFO_1001355,Laryngopharyngeal Reflux
EFO_1002034,Secondary Hypertension
EFO_1000639,Acquired Metabolic Disease
EFO_1001478,Systemic Inflammatory Response Syndrome
HP_0005208,Secretory Diarrhea
EFO_0003866,Paranasal Sinus Neoplasm
MONDO_0003212,Nasal Cavity Carcinoma
EFO_0009064,X-Linked Erythropoietic Protoporphyria
EFO_0801077,Cystic Fibrosis-Related Diabetes
EFO_1000897,Diabetic Ketoacidosis
EFO_0004281,Testicular Neoplasm
EFO_0007362,Mediastinal Cancer
MONDO_0003751,Childhood Germ Cell Tumor
MONDO_0018201,Extragonadal Germ Cell Tumor
MONDO_0018171,Malignant Germ Cell Tumor Of Ovary
MONDO_0021657,Ovarian Sex Cord-Stromal Tumor
EFO_1001042,Mesenchymoma
EFO_1001953,"Endometrial Endometrioid Adenocarcinoma, Variant With Squamous Differentiation"
EFO_1001306,"Diarrhea, Infantile"
EFO_1001479,Tumor Lysis Syndrome
MONDO_0013869,Adenine Phosphoribosyltransferase Deficiency
EFO_0003046,Heart Transplant Rejection
EFO_1000312,Kidney Angiomyolipoma
EFO_1001305,"Dermatitis, Perioral"
EFO_1001761,Angiofibroma
HP_0001626,Abnormality Of The Cardiovascular System
MONDO_0002603,Angiomyolipoma
MONDO_0007203,Blue Rubber Bleb Nevus
MONDO_0008280,Peutz-Jeghers Syndrome
MONDO_0016471,Pachyonychia Congenita
MONDO_0022529,Bk-Virus Nephropathy
Orphanet_122,Birt-Hogg-Dubé Syndrome
EFO_0003765,Sign Or Symptom
EFO_0007196,Cauda Equina Syndrome
MONDO_0018170,Idiopathic Nephrotic Syndrome
MONDO_0019064,Hereditary Spastic Paraplegia
EFO_1000058,Nasopharyngeal Squamous Cell Carcinoma
MONDO_0000514,Bone Squamous Cell Carcinoma
MONDO_0016748,Hemangioblastoma
EFO_1000415,Ovarian Embryonal Carcinoma
EFO_1000437,Ovarian Yolk Sac Tumor
EFO_1000564,Testicular Choriocarcinoma
EFO_1000565,Testicular Embryonal Carcinoma
EFO_1000574,Testicular Yolk Sac Tumor
MONDO_0002730,Childhood Kidney Neoplasm
EFO_0003781,Carotid Artery Disease
HP_0001787,Abnormal Delivery
MONDO_0000931,Endometrial Disorder
MONDO_0002621,Extraosseous Osteosarcoma
MONDO_0002678,Pediatric Fibrosarcoma
MONDO_0005094,Hemangiopericytoma
EFO_0004283,Goiter
EFO_1000931,Euthyroid Sick Syndrome
EFO_1001055,Myxedema
MONDO_0018612,Congenital Hypothyroidism
MONDO_0016296,Holoprosencephaly
EFO_0005569,Microphthalmia
MONDO_0017290,Familial Intrahepatic Cholestasis
MONDO_0019052,Inborn Errors Of Metabolism
Orphanet_51636,Whim Syndrome
EFO_1001173,Secondary Hyperparathyroidism
EFO_1000358,Malignant Ovarian Mixed Epithelial Tumor
EFO_1001156,Retinal Vasculitis
EFO_0009464,Corneal Disease
MONDO_0002244,Factor Vii Deficiency
EFO_1000643,Infantile Epileptic Encephalopathy
MONDO_0011426,Aceruloplasminemia
EFO_0005545,Congenital Disorder Of Glycosylation Type I
EFO_0007549,Zollinger-Ellison Syndrome
EFO_0009909,Stage 5 Chronic Kidney Disease
EFO_1001153,Renovascular Hypertension
EFO_0005753,Ocular Vascular Disease
EFO_1001060,Neovascular Glaucoma
MONDO_0001576,Telangiectasis
EFO_1000874,Commensal Clostridium Infectious Disease
MONDO_0001941,Blindness (Disorder)
EFO_0003146,Symptomatic Heart Failure
Orphanet_93262,Crouzon Syndrome - Acanthosis Nigricans
Orphanet_89936,X-Linked Hypophosphatemia
EFO_0005583,Rickets
MONDO_0002412,Disorder Of Glycogen Metabolism
EFO_0007294,"Hand, Foot And Mouth Disease"
MONDO_0002175,Degeneration Of Macula And Posterior Pole
EFO_0005878,Vitamin Deficiency
EFO_1001029,Magnesium Deficiency
HP_0001891,Iron Deficiency Anemia
MONDO_0018543,Autosomal Dominant Hypocalcemia
EFO_1001147,Reflex Sympathetic Dystrophy
MONDO_0009979,Reticular Dystrophy Of The Retinal Pigment Epithelium
Orphanet_758,Pseudoxanthoma Elasticum
EFO_0007175,Blind Loop Syndrome
MONDO_0018088,Familial Mediterranean Fever
MONDO_0009662,Mucopolysaccharidosis Type 7
MONDO_0009255,Galactokinase Deficiency
EFO_1000013,Prinzmetal'S Angina
EFO_1001031,Malignant Hypertension
HP_0004763,Paroxysmal Supraventricular Tachycardia
HP_0012390,Anal Fissure
HP_0004349,Reduced Bone Mineral Density
HP_0012227,Urethral Stricture
EFO_0009614,Clavicle Fracture
EFO_1000631,Palsy
EFO_0009426,Necrosis
EFO_0009783,Carotid Atherosclerosis
EFO_0010059,Cerebral Microbleeds
EFO_1000807,Anterior Cerebral Artery Infarction
EFO_1000812,Anterolateral Myocardial Infarction
HP_0001647,Bicuspid Aortic Valve
HP_0100545,Arterial Stenosis
MONDO_0021118,Intestinal Neoplasm
EFO_0009544,Esophageal Disease
HP_0001600,Abnormality Of The Larynx
HP_0002012,Abnormality Of The Abdominal Organs
MONDO_0001684,Exocrine Pancreatic Insufficiency
MONDO_0002647,Laryngitis
Orphanet_98869,Congenital Dyserythropoietic Anemia Type I
DOID_10113,Trypanosomiasis
EFO_0007306,Herpangina
EFO_0007303,Hepatitis E Virus Infection
MONDO_0044348,Hemoglobinopathy
Orphanet_88618,Psychomotor Retardation Due To S-Adenosylhomocysteine Hydrolase Deficiency
EFO_1000937,Fetal Erythroblastosis
EFO_1000638,Isaacs Syndrome
MONDO_0015358,Hereditary Motor And Sensory Neuropathy
MONDO_0019950,Congenital Muscular Dystrophy
